 Время          Pitch          Roll           X             Y              Yaw             Z		 Волнограф  
 35.050         0.1245        -4.2017        -11.8300       -12.9650       -0.9030         34.0650       -94.1960       
 35.100         0.0620        -3.5641         8.1700        -13.5900       -0.8530         38.6900       -99.2130       
 35.150         0.0370        -3.3516         15.0450       -13.8400       -0.8405         39.9400       -97.4290       
 35.200        -0.0505        -2.5641         35.2950       -14.5900       -0.8030         42.6900       -88.2880       
 35.250        -0.2255        -1.7266         54.7950       -15.3400       -0.7780         45.5650       -73.6850       
 35.300        -0.3755        -0.8141         73.2950       -16.0900       -0.7780         46.9400       -56.6290       
 35.350        -0.5005        -0.2142         84.7950       -16.8400       -0.8030         47.8150       -41.1340       
 35.400        -0.6005         0.7109         100.6700      -17.9650       -0.8405         46.9400       -27.8690       
 35.450        -0.6380         1.2983         110.0400      -18.4650       -0.8780         45.8150       -18.5050       
 35.500        -0.6255         1.8858         118.4200      -19.4650       -0.9155         44.0650       -12.2620       
 35.550        -0.5130         2.6609         128.6700      -20.5900       -0.9655         39.5650       -7.6918        
 35.600        -0.3255         3.3483         135.7900      -21.9650       -1.0155         34.6900       -3.5672        
 35.650        -0.1255         3.7608         138.7900      -22.8400       -1.0280         29.9400        1.2262        
 35.700         0.0995         4.1234         140.2900      -23.8400       -1.0280         24.8150        5.6852        
 35.750         0.4870         4.5733         139.7900      -25.3400       -1.0030         16.1900        11.3700       
 35.800         0.8745         4.8858         135.4200      -26.8400       -0.9405         7.8150         16.7210       
 35.850         1.1620         5.0608         130.6700      -27.7150       -0.8905         1.3150         20.8460       
 35.900         1.5745         5.2234         120.9200      -28.9650       -0.7655        -8.8100         24.8590       
 35.950         1.7870         5.2983         112.6700      -30.0900       -0.6780        -14.9350        29.7640       
 36.000         1.9745         5.3108         103.1700      -30.8400       -0.5655        -21.0600        35.1150       
 36.050         2.1870         5.2859         86.9200       -31.9650       -0.3905        -29.4350        39.9080       
 36.100         2.2995         5.1983         68.6700       -32.9650       -0.1905        -36.6850        43.2520       
 36.150         2.3120         5.0984         55.6700       -33.5900       -0.0530        -40.8100        44.5900       
 36.200         2.2495         4.9734         41.9200       -33.9650        0.0845        -43.6850        45.1470       
 36.250         2.0745         4.7608         20.4200       -34.7150        0.2845        -47.1850        43.8100       
 36.300         1.7745         4.4734        -1.8300        -34.9650        0.4845        -48.5600        42.0260       
 36.350         1.5370         4.2483        -17.0800       -34.9650        0.6095        -48.9350        38.7930       
 36.400         1.0995         3.8858        -40.3300       -34.9650        0.7845        -48.0600        36.2290       
 36.450         0.7995         3.5859        -55.5800       -34.7150        0.8845        -47.4350        33.3310       
 36.500         0.4745         3.2608        -70.8300       -34.2150        0.9595        -45.9350        32.3280       
 36.550        -0.0380         2.7234        -92.9550       -33.4650        1.0595        -42.6850        32.8850       
 36.600        -0.5255         2.1108        -113.0800      -32.0900        1.1095        -39.4350        37.5670       
 36.650        -0.8130         1.6734        -125.3300      -31.0900        1.1220        -37.4350        43.9210       
 36.700        -1.1130         1.2109        -136.4600      -30.0900        1.1095        -34.3100        49.6060       
 36.750        -1.4380         0.4983        -150.4600      -28.2150        1.0470        -30.8100        52.9510       
 36.800        -1.6755        -0.2641        -160.7100      -26.2150        0.9345        -26.6850        54.2880       
 36.850        -1.7755        -0.7641        -165.5800      -24.8400        0.8345        -23.6850        53.1740       
 36.900        -1.8255        -1.5266        -169.3300      -22.7150        0.6470        -19.4350        49.1600       
 36.950        -1.8005        -2.0141        -169.5800      -21.2150        0.5095        -16.4350        43.5870       
 37.000        -1.7380        -2.4766        -167.8300      -19.8400        0.3595        -13.4350        34.8920       
 37.050        -1.5630        -3.1266        -162.0800      -17.8400        0.1095        -8.8100         24.4130       
 37.100        -1.3130        -3.6891        -152.4600      -15.9650       -0.1280        -4.5600         12.1510       
 37.150        -1.1505        -4.0266        -144.4600      -14.8400       -0.2780        -1.0600        -1.2262        
 37.200        -0.9630        -4.2891        -135.0800      -14.0900       -0.4280         1.9400        -16.6100       
 37.250        -0.6880        -4.6266        -119.2100      -12.7150       -0.6280         7.0650        -29.5410       
 37.300        -0.4380        -4.8766        -101.7100      -11.8400       -0.7780         12.3150       -41.8030       
 37.350        -0.3005        -4.9766        -89.4550       -11.2150       -0.8530         15.8150       -52.9510       
 37.400        -0.1005        -5.0266        -70.0800       -10.7150       -0.9155         20.4400       -63.3180       
 37.450        -0.0130        -4.9641        -56.9550       -10.7150       -0.9530         23.5650       -73.2390       
 37.500         0.0245        -4.8891        -43.7050       -10.4650       -0.9530         26.9400       -82.8260       
 37.550         0.0620        -4.6142        -23.5800       -10.5900       -0.9280         31.4400       -92.1900       
 37.600         0.0495        -4.2266        -3.2050        -10.8400       -0.8905         35.0650       -99.8820       
 37.650         0.0120        -3.8766         10.2950       -11.2150       -0.8655         37.1900       -101.8900      
 37.700        -0.0755        -3.4641         23.6700       -11.7150       -0.8405         39.5650       -94.5310       
 37.750        -0.1880        -2.8017         43.9200       -12.3400       -0.8030         41.3150       -81.0420       
 37.800        -0.3380        -2.0266         63.1700       -13.3400       -0.7905         42.8150       -65.1010       
 37.850        -0.4505        -1.5016         75.4200       -13.8400       -0.7905         43.3150       -49.6060       
 37.900        -0.5630        -0.6391         92.4200       -15.2150       -0.8030         42.9400       -36.6750       
 37.950        -0.6255        -0.0767         102.6700      -16.0900       -0.8280         42.5650       -26.4200       
 38.000        -0.6130         0.4609         112.1700      -17.0900       -0.8405         40.6900       -18.0590       
 38.050        -0.5755         1.2358         123.9200      -18.4650       -0.8780         38.1900       -12.0390       
 38.100        -0.4255         1.9983         132.7900      -20.3400       -0.9030         34.0650       -5.6852        
 38.150        -0.2255         2.4609         137.1700      -21.4650       -0.9030         30.0650        0.0000        
 38.200        -0.0255         2.8858         140.0400      -22.5900       -0.9030         25.8150        5.3508        
 38.250         0.3370         3.4609         141.5400      -24.4650       -0.8780         18.4400        11.7050       
 38.300         0.7370         3.9483         139.2900      -26.3400       -0.8280         10.4400        17.1670       
 38.350         0.9870         4.2358         135.7900      -27.7150       -0.7780         5.3150         21.2920       
 38.400         1.3870         4.5984         127.6700      -29.5900       -0.6905        -3.5600         25.0820       
 38.450         1.6620         4.8108         120.6700      -30.8400       -0.6155        -10.4350        29.2060       
 38.500         1.8620         4.9858         112.0400      -32.0900       -0.5280        -15.9350        34.3340       
 38.550         2.1120         5.1858         96.9200       -33.8400       -0.3905        -24.4350        39.4620       
 38.600         2.2370         5.3108         79.5450       -35.3400       -0.2280        -31.5600        44.4790       
 38.650         2.2745         5.3608         66.7950       -36.2150       -0.1155        -35.6850        48.1570       
 38.700         2.2745         5.3733         53.5450       -36.9650       -0.0030        -39.8100        49.3830       
 38.750         2.1495         5.3358         32.2950       -37.8400        0.1720        -43.6850        48.3800       
 38.800         1.9495         5.2483         10.0450       -38.2150        0.3720        -46.5600        45.4820       
 38.850         1.7620         5.1358        -4.9550        -38.3400        0.4845        -47.6850        42.1380       
 38.900         1.3745         4.8983        -28.3300       -38.2150        0.6595        -47.1850        38.1240       
 38.950         1.1120         4.7108        -43.8300       -38.0900        0.7720        -47.3100        34.2230       
 39.000         0.7870         4.4608        -59.7050       -37.4650        0.8720        -45.5600        31.2130       
 39.050         0.2995         4.0359        -82.5800       -36.5900        0.9845        -42.8100        29.9870       
 39.100        -0.1630         3.5108        -104.0800      -35.3400        1.0595        -39.9350        32.2160       
 39.150        -0.4880         3.1233        -117.4600      -34.4650        1.0845        -37.0600        37.4560       
 39.200        -0.7755         2.6733        -129.7100      -33.2150        1.0970        -34.8100        42.9180       
 39.250        -1.1755         1.9609        -145.5800      -31.3400        1.0595        -30.5600        47.4880       
 39.300        -1.5130         1.1733        -158.2100      -29.3400        0.9720        -25.9350        49.8290       
 39.350        -1.6505         0.6108        -164.4600      -27.8400        0.8845        -23.1850        50.6100      
